0,41
0,62
1,70
2,45
3,116
4,152
4,148
4,142
4,135
5,185
5,174
6,184
6,201
6,151
7,206
9,186
9,292
9,277
10,298
10,323
11,329
11,334
12,363
13,384
13,126
14,406
14,399
15,329
15,417
19,505
19,522
19,501
20,537
20,540
22,587
22,271
23,614
23,615
26,673
26,417
26,292
26,679
26,682
27,271
28,649
30,744
30,725
30,735
33,482
33,283
33,781
36,613
37,872
37,850
37,856
38,874
38,603
38,532
39,98
40,45
40,915
40,916
40,922
40,925
40,926
41,744
41,929
41,620
42,400
42,402
42,949
42,494
43,961
43,274
43,963
43,167
44,966
44,582
45,163
48,608
48,613
48,593
48,892
48,893
50,218
52,161
55,965
57,387
58,1149
62,298
62,1219
63,66
63,1250
63,646
63,1254
63,1255
64,187
64,295
65,153
66,1002
66,1306
67,592
67,883
68,164
68,142
69,646
71,672
72,1401
72,1397
73,249
73,910
75,570
76,1025
77,1470
78,252
79,1505
79,1501
79,1511
80,1522
80,1523
81,540
82,482
82,522
82,1019
83,287
85,786
85,230
86,1592
86,1583
87,800
87,1604
87,1613
87,110
89,545
95,537
95,1067
95,437
95,910
96,512
96,522
97,1481
97,1258
100,370
100,468
102,613
103,1762
103,102
103,1767
103,744
103,1003
104,1187
104,1781
104,1782
104,1787
104,1182
105,1393
105,1259
106,476
106,718
106,1799
108,603
108,607
109,1193
109,1067
109,348
109,543
110,1816
111,1850
111,1859
112,67
112,101
112,95
113,630
114,604
115,104
115,191
117,380
119,49
120,1929
120,453
121,899
122,1777
122,1532
124,969
124,419
124,151
125,581
126,141
127,104
128,959
129,1648
129,673
129,185
130,324
130,1982
131,185
132,41
135,928
136,806
137,1584
137,940
137,828
138,186
139,167
141,687
145,341
145,2093
147,91
147,315
147,926
149,558
149,1014
151,896
151,93
152,1937
152,1094
153,901
155,282
156,2208
156,201
156,1602
157,1070
159,1299
159,460
159,1062
160,312
160,718
161,1064
161,1908
164,2121
164,98
164,1948
164,415
165,2207
165,2211
165,2214
165,1103
166,624
167,726
168,609
168,938
168,1324
168,1326
168,2135
169,337
170,838
171,1761
171,923
171,1916
171,2334
174,1921
174,245
175,106
175,101
175,658
176,417
176,682
176,308
177,641
177,658
177,348
177,101
179,753
179,299
179,319
181,101
181,1173
182,1667
183,334
184,544
184,2025
184,2367
185,545
185,826
186,929
186,823
187,1665
187,516
187,522
187,532
187,1019
187,319
188,374
189,2457
189,315
189,324
190,1760
190,532
191,511
191,1019
191,2471
193,482
194,1915
194,117
195,308
196,837
196,838
197,176
198,1117
199,624
200,2561
200,884
201,299
201,1311
201,319
202,2057
206,786
206,125
206,694
207,2385
207,731
207,780
209,2342
209,202
209,171
209,172
209,176
210,64
210,106
210,379
210,437
211,531
212,961
213,1404
213,966
213,1791
214,1711
216,210
216,582
217,676
217,168
217,589
217,401
217,186
218,1627
218,167
220,2006
221,312
221,515
221,508
221,1445
223,109
224,2674
225,218
226,207
227,272
227,164
227,175
228,426
228,90
228,45
228,2039
229,415
230,1221
230,230
230,975
232,778
232,786
232,230
233,927
233,591
234,598
235,334
237,504
237,784
238,69
238,1447
238,813
238,370
238,1727
239,1897
239,2743
240,873
240,20
240,860
240,23
241,492
244,344
244,1030
245,315
246,2049
246,645
247,54
249,89
249,125
250,955
250,966
251,1776
251,1520
251,2468
251,1885
253,1796
254,582
254,495
255,309
257,82
257,1252
257,701
258,9
258,84
260,794
261,430
262,611
263,584
263,1067
264,2393
264,1974
264,39
265,1433
266,436
267,184
267,185
267,181
272,374
272,726
272,927
273,784
273,417
274,2954
275,896
275,2158
277,388
277,109
278,453
279,257
280,1522
280,93
280,1023
282,673
283,803
283,1236
284,901
284,703
285,498
286,649
286,1117
286,101
286,701
287,2957
288,522
288,611
289,168
289,187
291,2640
291,1401
291,1396
293,197
295,753
295,299
296,348
296,543
298,2746
300,444
300,614
301,186
301,962
301,676
302,2152
302,890
303,9
304,587
304,285
307,618
307,164
307,581
307,990
308,961
308,274
308,182
309,1345
310,65
311,181
311,167
312,216
312,803
313,163
316,2478
319,1280
319,1675
320,45
321,896
321,1306
321,452
321,2152
323,430
324,1002
325,292
325,446
325,1260
326,274
326,182
326,965
326,582
327,1466
327,786
328,2573
328,1342
329,2719
331,1276
333,899
333,1221
333,975
334,482
335,761
335,57
336,1669
337,641
337,47
339,587
339,181
341,784
342,381
342,437
344,545
344,460
344,38
345,117
346,544
346,710
348,90
348,125
350,1336
350,298
350,300
352,65
352,1628
353,1004
353,2886
354,884
355,610
355,940
355,828
355,95
356,181
356,279
359,899
361,3272
361,1385
361,152
361,135
364,298
365,202
366,823
367,1092
368,312
368,892
368,630
369,49
370,659
370,695
371,38
372,185
372,279
373,673
373,676
374,337
374,731
375,890
375,452
376,297
376,698
376,2853
377,337
377,777
377,2747
378,168
378,1469
378,1046
379,2727
379,2315
379,1326
379,591
379,1876
379,2677
380,761
380,38
383,682
383,3344
383,674
384,1473
384,1478
384,1479
384,1069
384,153
385,828
385,685
386,1056
387,1995
387,341
388,402
388,181
389,370
389,2260
389,460
391,246
392,281
392,2644
392,174
393,970
394,1629
395,58
397,965
398,933
398,459
398,44
398,370
398,3190
399,1224
399,3393
400,101
400,661
401,68
401,645
402,1522
402,532
403,2746
404,847
406,482
406,1220
406,1019
406,783
406,475
406,316
407,546
407,1683
407,90
408,2200
408,411
409,2770
409,6
410,153
411,2024
411,1298
413,659
413,101
414,896
415,3359
416,67
416,694
416,701
416,86
417,72
419,348
419,2677
419,591
420,274
420,685
421,560
421,970
421,669
423,1346
423,18
423,550
423,394
424,266
424,323
425,402
425,341
426,1520
428,1520
428,1187
428,2468
428,1182
429,1921
429,636
429,737
429,735
431,379
431,119
433,3497
434,624
434,898
434,758
435,1336
435,324
435,341
438,102
439,966
441,963
442,176
443,49
443,623
444,994
444,438
444,114
445,3530
445,901
446,334
447,2758
448,952
449,641
449,645
449,651
449,659
449,2303
450,345
452,1176
452,1170
453,989
454,164
456,939
456,116
457,930
458,90
459,1009
459,874
459,836
459,1758
461,1117
463,489
463,485
464,327
465,341
466,162
466,587
466,133
467,892
468,370
469,210
469,402
470,184
470,190
471,420
474,2361
474,2916
478,542
479,753
482,258
482,910
484,128
485,181
485,582
485,495
486,1336
486,596
487,701
488,417
488,1231
490,298
490,779
490,780
490,1221
491,512
491,784
491,1677
492,1393
492,419
492,1644
493,890
493,2027
495,274
496,284
496,791
497,151
498,1117
499,610
499,975
500,98
501,1392
501,1393
502,681
502,676
504,1864
504,658
505,1185
505,393
505,938
505,2677
505,437
507,731
509,1219
509,230
509,1867
509,300
509,208
509,338
509,307
510,744
510,890
511,734
511,542
512,2179
513,1832
514,839
515,504
515,310
516,2843
518,3232
518,587
518,1338
518,184
518,218
520,1336
522,931
523,718
524,149
524,183
525,201
525,2933
525,1582
525,1577
526,3696
526,3698
526,350
526,1903
529,545
529,388
530,537
530,437
531,163
531,151
532,1473
532,153
533,296
533,491
535,3350
536,337
536,2753
536,310
537,44
537,1109
537,1117
537,1175
538,1169
539,81
539,703
540,682
540,284
540,1694
541,612
544,1672
544,1034
544,1458
544,531
544,533
544,501
544,1019
545,475
545,302
546,364
546,198
547,2010
548,613
549,320
549,312
549,731
549,502
550,489
550,962
553,274
553,182
554,512
554,778
554,923
554,783
555,890
555,883
555,1812
556,2035
556,1247
557,184
558,1507
558,3774
561,151
563,102
564,3745
564,3746
566,1425
567,2690
567,1638
567,329
567,2704
567,251
568,1053
568,334
568,343
570,630
572,608
572,534
573,188
573,2061
573,133
575,1679
575,247
575,251
575,999
577,184
577,167
578,540
578,823
579,545
579,540
579,2725
581,1290
581,1298
582,1924
583,57
583,1682
583,723
589,453
590,201
590,151
591,543
592,175
593,863
594,896
594,1828
594,1520
594,1779
594,1523
595,682
596,3458
596,3859
597,910
597,710
599,1361
599,3091
600,965
601,384
601,1643
601,3820
601,2356
602,312
602,1543
604,2175
606,1105
606,324
606,630
608,1653
609,1168
609,469
610,1638
612,1627
613,3773
613,3774
614,899
614,975
615,212
617,912
617,649
617,701
618,737
618,1111
619,187
619,676
619,333
619,957
620,257
620,1522
621,292
622,624
623,1382
623,271
624,778
625,3845
626,672
626,228
626,1392
626,1393
626,2740
627,336
627,345
628,609
628,452
628,530
628,216
628,348
628,734
629,2179
629,1012
630,431
632,582
633,779
634,171
635,658
635,707
635,1252
635,1254
636,672
636,184
636,959
637,323
637,532
638,266
639,1107
639,707
639,558
642,581
643,45
643,2110
648,1522
649,1682
650,1361
650,1109
651,645
651,1335
652,420
652,2644
654,181
654,582
656,952
656,1473
656,187
657,584
657,169
657,167
658,315
660,818
660,734
661,1519
662,635
662,989
662,543
663,610
663,2478
665,175
666,707
667,896
668,516
668,304
668,338
668,504
668,1019
668,1823
669,582
670,1064
670,761
670,370
670,1315
671,890
671,2893
671,374
671,1519
672,435
672,102
673,246
673,119
674,489
676,44
676,1109
677,212
677,1396
678,804
679,993
679,437
680,1014
682,80
683,901
684,417
684,197
684,415
687,3649
687,1450
689,1760
689,608
689,613
689,2152
689,3065
689,890
690,156
691,1231
696,630
697,779
697,1019
699,620
699,319
700,923
701,512
701,516
702,1831
703,1996
703,2151
705,681
705,186
705,676
707,345
707,245
708,3083
708,3174
709,41
709,663
710,52
710,901
711,313
712,930
713,384
713,2253
713,910
713,118
713,2110
714,20
715,965
715,191
717,957
717,342
718,161
718,1059
718,140
718,2060
720,1316
720,326
721,323
722,49
724,969
726,681
726,587
726,274
726,180
726,181
727,261
727,1726
728,2428
728,826
728,1292
729,2730
729,570
730,1171
730,926
731,504
731,482
732,1584
732,1775
733,3104
733,161
733,1450
735,1247
736,309
736,31
737,970
738,448
739,271
741,8
741,534
741,847
743,892
743,596
743,93
745,659
745,694
746,274
746,187
746,582
746,279
747,460
747,204
749,1268
